"Course Code","Course Name","Course Description","Delivery Method",Category,"Learner Group",Duration,"Available Classes","Link to ELM Search","Course Last Modified","Course Owner Org","Course ID",Keywords,Group,Audience,Topic
ITEM-1901,"ICS Canada - Incident Command System 100 Level","Participants gain a basic understanding of the Incident Command System, its organization, principles, basic structure, and common responsibilities.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1901-""","2024/05/01 11:42:11AM","Emergency Management and Climate Readiness",19146,"1901, Activation, EMCR, ICS 100, ICS100, Operation",Core,,"Health, Safety and Well-Being"
ITEM-1222,"IDIR Access Management User Training","This training describes the roles and responsibilities required to request the creation, modification or deletion of an IDIR account. This course is required for IDIR Requesters, MySC Authorized Users, Approvers and Implementers.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1222-""","2023/12/15  3:38:16PM","PSA Corporate Learning Branch",18505,"Identity Management, PSA Corporate Learning Branch",Core,,"IT and Digital"
ITEM-1100,"IM 112: Records Management Foundations","Building upon IM 117, this introductory course covers how to manage your information. Learn how to organize your records according to legislation and information schedules. (Replaces Orientation to Records Management)",eLearning,,"Ministries - All","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1100-""","2024/03/21 11:45:48AM","Corporate Information and Records Management Office",18383,"CIRMO, cirmo, digital, documenting, edrms, grs, im 112, information, information management, recordkeeping, records, schedules",Core,"All Employees","Information Management"
ITEM-652,"IM 117 Information Management: Managing government information, privacy, access to information and security","A comprehensive Information Management training module for all government employees, focusing on managing government information, privacy, access to information and security.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-652-""","2023/12/18  5:25:25AM","Corporate Information and Records Management Office",17935,"#mandatorybcps, CIRMO, IM111, IM117, Information, Mandatory, Privacy, Records, mandatorybcps",Mandatory,"All Employees","Information Management"
ITEM-711,"IM 118 Information Security and Awareness: Supporting Employees in the Workplace","A Security Awareness training module for all government employees, focusing on Information Security, Threats and Data Breaches, Security Roles and Responsibilities and Security Policies and Procedures.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-711-""","2024/03/21 11:46:57AM","PSA Corporate Learning Branch",17994,"BCIP, Breaches, IM118, Information, Mandatory, PSA Corporate Learning Branch, Privacy, Records, Security, Threats",Core,"All Employees","Information Management"
ITEM-1293,"Inclusion at Work: Keeping the Conversation Going","During this 1 hr online panel, learners will hear from a panel of their peers, reflect on the impact of unconscious bias on inclusion and explore practical strategies related to inclusion and opportunities for inclusion ally-ship.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1293-""","2023/12/16  7:57:26PM","PSA Corporate Learning Branch",18576,"Inclusion, L@WW, Learn, Learn @Work, Learning @Work, PSA Corporate Learning Branch, aboriginal, accessibility, ally, allyship, anti-racism, bcpsbelonging, bias, briw, bullying, diversity, diversity, edi, equality, equity, gba, gender, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliation, village",Complementary,"All Employees","Equity, Diversity and Inclusion"
ITEM-1897,"Indigenous Leadership and Mentorship Program","This is a 6-month pilot program. Participants will take part in a virtual orientation, monthly support from program staff, and take part in cohort learning based opportunities including teachings from local Elders and/ or Knowledge Keepers.",eLearning,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1897-""","2023/12/15  3:33:41PM","House of Indigenous Learning",19142,"Development, House of Indigenous Learning, Indigenous, Supervisor, TRC, UNDRIP, aboriginal, accessibility, ally, allyship, anti-racism, bcpsbelonging, bias, briw, bullying, culture, diversity, edi, equality, equity, gba, gender, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliation, village",Complementary,,"Indigenous Learning"
ITEM-2178,"Information Destructions","This course covers how to appropriately manage the destruction of government information, including: guiding principles, documentation requirements, completing onsite destruction, and how to access and review offsite destruction notices.",eLearning,,"Ministries - All","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2178-""","2023/12/15  3:34:12PM","Corporate Information and Records Management Office",19422,"CIRMO, cirmo, destructions, digital, documenting, grs, information, information management, recordkeeping, records, schedules",Core,,"Information Management"
ITEM-815,"Information Incidents","When an information incident happens, including a privacy breach, it can be daunting. This course will help participants understand the process and remain calm when responding to an information incident.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-815-""","2024/08/28  8:43:07AM","Corporate Information and Records Management Office",18098,"BCIP, CIRMO, Privacy, information, management",Core,"All Employees","Information Management"
ITEM-2431,"Intro to Change Leadership","Curious about change leadership? This series of six easy-to-digest virtual microlessons (5-15 min each) introduces change leadership and why it's an important core leadership skill all in the time it takes to have a cup of coffee (60 min total).",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2431-""","2025/01/29  2:22:39PM","PSA Corporate Learning Branch",19669,"Leadership, PSA Corporate Learning Branch",Core,"People Leaders",Leadership
ITEM-2432,"Intro to Coaching","Curious about coaching? This series of six easy-to-digest virtual microlessons (5-15 min each) introduces coaching and why it's an important core leadership skill all in the time it takes to have a cup of coffee (60 min total).",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2432-""","2025/04/04 12:26:10PM","Coaching Services",19670,"Coaching, Coaching Services, Leadership",Core,"People Leaders",Leadership
ITEM-2525,"Intro to Effective Communication","Explore how effective communication can elevate your leadership and boost your impact in this 30-minute self-paced eLearning. Created for current and aspiring people leaders.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2525-""","2025/01/29  2:22:55PM","PSA Corporate Learning Branch",19762,"Being a Public Service Employe, PSA Corporate Learning Branch, engagement, relationship",Core,"People Leaders",Leadership
ITEM-2531,"Intro to Leading in the BCPS","In this 30-minute foundational eLearning, you'll explore what makes leading in the BC Public Service distinct and gain tips to navigate the terrain from experienced BCPS leaders.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2531-""","2025/01/29  2:23:05PM","PSA Corporate Learning Branch",19768,"PSA Corporate Learning Branch",Core,"People Leaders",Leadership
ITEM-1932,"Intro to Web Analytics Dashboards Training by GDX Analytics","CMS Lite or Standalone dashboard users will learn the basics of using their web analytics dashboards including: accessing dashboards, dashboard layout and reports, key icons, filters, and downloading data. All learner levels are welcome.",Webinar,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1932-""","2023/12/16  5:59:28PM","Government Digital Experience",19177,"CMS lite, GDX, Government Digital Experience, web, webpage",Complementary,"All Employees","IT and Digital"
ITEM-1014,"Introduction to Gender-Based Analysis Plus (GBA+) (Federal)","You will learn how various identity factors can influence how different people experience initiatives, and how GBA+ can enhance the responsiveness, effectiveness and outcomes.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1014-""","2023/12/16  6:00:11PM","Gender Equity Office",18297,"Gender Equity Office, aboriginal, accessibility, ally, allyship, anti-racism, bcpsbelonging, bias, briw, bullying, diversity, edi, equality, equity, gba, gender, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliation, village",Complementary,"All Employees","Being a Public Service Employee"
ITEM-1005,"L@WW 2018: Guiding Principles and How We Live Our Work: Examples From the Field","Join Bradley Dick, Manager, Cultural Safety & Reconciliation, MCFD, and fellow public servants to learn how they're working to meet the Draft Principles. View details for more information.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1005-""","2024/08/22 10:23:40AM","PSA Corporate Learning Branch",18288,"IRBC, Indigenous, PSA Corporate Learning Branch, TRC, UNDRIP, aboriginal, accessibility, ally, allyship, anti-racism, bcpsbelonging, behavioural competency, bias, briw, bullying, cultural safety, diversity, edi, equality, equity, gba, gender, guiding principles, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliaction, reconciliation, reconciliation, relations, shared history, story harvesting, truth and reconciliation, village",Complementary,"All Employees","Being a Public Service Employee"
ITEM-1145,"L@WW 2019: Creating Healthy Habits - Panel Session with BC Public Service Employees","This session will spark inspiration & learning for healthy habits. Hear from DM Okenge Yuma Morisho, House of Indigenous Learning Lead T'oila McIntyre and panelists who will share experience creating healthy habits.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1145-""","2024/08/22  9:52:24AM","PSA Corporate Learning Branch",18428,"PSA Corporate Learning Branch",Complementary,"All Employees","Health, Safety and Well-Being"
ITEM-1144,"L@WW 2019: Leading Workplace Strategies for Building Cultural Safety and Humility Skills in the BC Public Service","Join us online for practical tools and tips on how to build a culturally safe space that can also contribute to your own health and well being. For folks at all levels of government with an interest in approaching their work with a reconciliation lens.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1144-""","2024/11/08 10:15:53AM","PSA Corporate Learning Branch",18427,"PSA Corporate Learning Branch",Complementary,"All Employees","Indigenous Learning"
ITEM-1147,"L@WW 2019: Movement @Work: How to incorporate Activity in the Workplace","This interactive hour will focus on why movement is an essential part of overall health and well-being, discuss national guidelines of activity for the public, and explain how public servants can easily incorporate activity into their own workplace.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1147-""","2024/08/22 10:00:28AM","PSA Corporate Learning Branch",18430,"PSA Corporate Learning Branch",Complementary,"All Employees","Health, Safety and Well-Being"
ITEM-1150,"L@WW 2019: Rethinking Stress","You will be introduced to the neuroscience behind the body's natural stress response and explore some practical tips and opportunities to shift your mindset regarding stress at work and in your personal life.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1150-""","2024/08/22  9:58:47AM","PSA Corporate Learning Branch",18433,"PSA Corporate Learning Branch",Complementary,"All Employees","Human Resources Management"
ITEM-1294,"L@WW 2020: Exploring Workplace Loneliness","In this one hour Lunch and Learn, participants will explore the concept of ""workplace loneliness"" and the impact of it personally, and in the workplace. Tips and recommended actions to foster inclusive cultures will also be explored.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1294-""","2024/11/08 10:16:27AM","PSA Corporate Learning Branch",18577,"L@WW, Learn, Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch, Workplace, flexible work, hybrid, virtual environment",Complementary,"All Employees","Equity, Diversity and Inclusion"
ITEM-1730,"L@WW 2021: A Leader&#039;s Response to Conflict: Intervening Effectively","This 1-hour session is for supervisors to explore their role in managing conflict in the workplace. You will learn about the importance of building trust, of managing their own reactions and will get tips on how to be effective intervening in conflict.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1730-""","2023/12/15 12:00:18PM","PSA Corporate Learning Branch",18976,"Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch",Complementary,,Leadership
ITEM-1724,"L@WW 2021: Building Trust Across Cultures","In this 90-minute workshop learners will define culture and trust, explore aspects of culture, and discuss the cultural spectrum of trust. Discussions will focus on principles of working with people from other cultures. Practice will be involved!",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1724-""","2024/06/07 10:10:09AM","PSA Corporate Learning Branch",18970,"Learn @Work, Learn at work week, PSA Corporate Learning Branch, aboriginal, accessibility, ally, allyship, anti-racism, bcpsbelonging, bias, briw, bullying, diversity, edi, equality, equity, gba, gender, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliation, village",Complementary,"All Employees","Equity, Diversity and Inclusion"
ITEM-1729,"L@WW 2021: Building Trust: A Cornerstone for High Performing Teams","This 90-minute session will focus on the importance of trust to high functioning teams working on complex issues and in challenging contexts. Learn how radical transparency establishes radical trust, the kind that exists within a high performing team.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1729-""","2023/12/15 11:59:47AM","PSA Corporate Learning Branch",18975,"Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch, flexible work, hybrid, virtual environment",Complementary,,"Being a Public Service Employee"
ITEM-1791,"L@WW 2021: Closing session with Dr. Bonnie Henry","Since March 2020, the province has looked to the BC Government to set the direction for the pandemic. Dr. Henry has been at the centre of these decisions. Join this session to hear from Dr. Henry about building trust and being a trusted public service.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1791-""","2023/12/15 11:46:30AM","PSA Corporate Learning Branch",19036,"Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch",Complementary,,"Being a Public Service Employee"
ITEM-1725,"L@WW 2021: Leading for Trust","What role do leaders play in building a trusted public service? In this 1- hour session, executives will share their thoughts and experiences on how leaders shape and build trust from an individual, team, organizational and citizen-focused lens.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1725-""","2023/12/17  6:16:23PM","PSA Corporate Learning Branch",18971,"Leadership, Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch",Complementary,"People Leaders",Leadership
ITEM-1735,"L@WW 2021: Opening Session with Lori Wanamaker and Keynote Speaker: Beverley Patwell","Join the L@WW launch with Lori Wanamaker, Deputy Minister to the Premier and a keynote speaker to learn about the many facets of trust, including research-based examples and different perspectives applicable to the BCPS workplace (75 minutes).",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1735-""","2023/12/15 11:57:22AM","PSA Corporate Learning Branch",18981,"Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch",Complementary,,"Being a Public Service Employee"
ITEM-1737,"L@WW 2021: Trust Starts With You","In this 60-minute recorded video, guest speakers will discuss how day-to-day operational decisions impact you, your branch and public trust. Some of the topics explored will be the budget process, financial principles, hiring decisions and procurement.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1737-""","2023/12/15 11:58:07AM","PSA Corporate Learning Branch",18983,"Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch",Complementary,,"Ethics and Integrity"
ITEM-1731,"L@WW 2021: Trust and Reconciliation","In this 90-minute workshop, panel members will share their knowledge with respect to Reconciliation, building trusting relationships, creating safety and establishing trust with Indigenous peoples. (See the IRBC Building Trust Based Relationships.)",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1731-""","2023/12/15 12:00:43PM","PSA Corporate Learning Branch",18977,"Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch, aboriginal, accessibility, ally, allyship, anti-racism, bcpsbelonging, bias, briw, bullying, diversity, edi, equality, equity, gba, gender, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliation, village",Complementary,,"Indigenous Learning"
ITEM-1723,"L@WW 2021: Trust: A Foundation to Creating Workplace Connection","Based on the eight aspects of trust outlined in the Guide to Building Workplace Trust, this 1 hour interactive conversation will link how we approach trust to the emotional and intellectual connections we feel within our work environment.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1723-""","2024/03/21 11:21:20AM","PSA Corporate Learning Branch",18969,"L@WW, Learn, Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch, flexible work, hybrid, virtual environment",Core,"All Employees","Communication and Facilitation"
ITEM-1728,"L@WW 2021: Using Behavioural Insights to Build Programs and Services People Can Trust","Behavioural Insights (BI) is about building government services that citizens can trust. In this 1-hour session, you will be introduced to BI, understanding the citizen experience and examples of how it's improving government programs and services.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1728-""","2023/12/15 12:02:58PM","PSA Corporate Learning Branch",18974,"Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch",Complementary,,Innovation
ITEM-580,"Labour Relations Investigation (Restricted to Managers and Supervisors)","This resource aims to provide the learners with the essential information, skills and tools required to effectively conduct routine labour relations investigations of allegations of employee wrongdoing. It will take at least 1.5 hours to complete.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-580-""","2024/01/22 10:07:31AM","Labour Relations",17869,"LR, Labour Relations",Complementary,"People Leaders","Human Resources Management"
ITEM-1001,"Leading a Reconciliation Dialogue","Join Wedlidi Speck, Director of Cultural Safety and Reconciliation, MCFD, to explore truth and reconciliation. You will be introduced to facilitating a conversation about what reconciliation means with your communities. View details for more information.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1001-""","2023/12/16  6:01:44PM","House of Indigenous Learning",18284,"House of Indigenous Learning, IRBC, Indigenous, TRC, UNDRIP, Wedidi Speck, aboriginal, accessibility, ally, allyship, anti-racism, appreciative inquiry, bcpsbelonging, behavioural competency, bias, briw, bullying, cultural safety, cynefin, diversity, edi, equality, equity, gba, gender, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliaction, reconciliation, relations, truth and reconciliation, village",Complementary,"All Employees","Indigenous Learning"
ITEM-1397,"Lean 201B","Lean 201B delves into theory and philosophy and explores how Lean can be applied. You`ll learn how to eliminate waste and increase efficiencies in a simulation process. Having 2 screens is optimal.",Webinar,,"All Government of British Columbia Learners","Not Listed",5,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1397-""","2025/03/25 11:22:15AM","Lean BC",18680,"Continuous, Improvement, Lean BC",Complementary,"All Employees",Innovation
ITEM-1390,"Lean 301","In this 3 sessions virtual course you will learn more intermediate concepts, be introduced to a set of lean tools and become aware of the key competencies or skills (e.g. facilitation) required to lead lean projects. Having 2 screens is optimal.",Webinar,,"All Government of British Columbia Learners","Not Listed",5,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1390-""","2025/03/25 11:23:19AM","Lean BC",18673,"Improvement, Lean, Lean BC, Project Management",Complementary,"All Employees",Innovation
ITEM-824,"Lean Daily Management - My Leadership","The Lean Daily Management training webinars are designed for both managers & supervisors with staff & employees who work in a team environment who want to learn practical techniques to solve day to day process problems and make small process improvements",Webinar,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-824-""","2023/12/16  5:03:31PM","Lean BC",18107,"Improvement, Lean, Lean BC, Management",Complementary,"People Leaders",Leadership
ITEM-823,"Lean Daily Management - My Organization","The Lean Daily Management training webinars are designed for both managers & supervisors with staff & employees who work in a team environment who want to learn practical techniques to solve day to day process issues and make small process improvements.",Webinar,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-823-""","2024/10/18  8:58:02AM","Lean BC",18106,"Improvement, Lean, Lean BC, Management",Complementary,"All Employees",Innovation
ITEM-822,"Lean Daily Management - My Team","The Lean Daily Management training webinars are designed for both managers & supervisors with staff & employees who work in a team environment who want to learn practical techniques to solve day to day process problems and make small process improvements",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-822-""","2024/10/18  8:57:24AM","Lean BC",18105,"Improvement, Lean, Lean BC, Management",Complementary,"All Employees",Innovation
ITEM-821,"Lean Daily Management - My Work","The Lean Daily Management training webinars are designed for both managers & supervisors with staff/employees who work in a team environment that want to learn practical techniques to solve day to day process problems and make small process improvements.",Webinar,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-821-""","2024/03/21  3:27:28PM","Lean BC",18104,"Improvement, Lean, Lean BC, Management",Complementary,"All Employees",Innovation
